NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
10	9	4	YES	0.0002277
10	9	4	YES	0.0000886
10	9	4	YES	0.0001580
10	9	4	YES	0.0001455
10	9	5	YES	0.0001810
10	9	4	YES	0.0000800
10	9	5	YES	0.0003546
10	9	4	YES	0.0000911
10	9	4	YES	0.0001044
10	9	4	YES	0.0000636
10	9	5	YES	0.0004215
10	9	4	YES	0.0001758
10	9	5	YES	0.0003590
10	9	4	YES	0.0000887
10	9	4	YES	0.0001724
10	9	4	YES	0.0002651
10	9	5	YES	0.0003939
10	9	4	YES	0.0000799
10	9	4	YES	0.0001312
10	9	4	YES	0.0002484
10	9	4	YES	0.0001938
10	9	4	YES	0.0003361
10	9	0	NO	57.5274604
10	9	4	YES	0.0001241
10	9	4	YES	0.0001748
10	9	5	YES	0.0001723
10	9	5	YES	0.0003653
10	9	0	NO	58.1058779
10	9	4	YES	0.0001102
10	9	5	YES	0.0003294
10	9	4	YES	0.0001337
10	9	0	NO	59.6821968
10	9	0	NO	60.2911643
10	9	4	YES	0.0000449
10	9	5	YES	0.0001847
10	9	5	YES	0.0002588
10	9	0	NO	60.3803122
10	9	4	YES	0.0000700
10	9	5	YES	0.0001507
10	9	5	YES	0.0001183
10	9	0	NO	60.7834552
10	9	4	YES	0.0000803
10	9	4	YES	0.0001380
10	9	4	YES	0.0001378
10	9	4	YES	0.0000608
10	9	0	NO	60.8848711
10	9	4	YES	0.0001212
10	9	4	YES	0.0001483
10	9	0	NO	60.9584659
10	9	5	YES	0.0001094
10	9	0	NO	61.3994610
10	9	0	NO	61.5023212
10	9	4	YES	0.0001026
10	9	0	NO	61.6051935
10	9	5	YES	0.0002711
10	9	4	YES	0.0000929
10	9	0	NO	61.6327538
10	9	0	NO	62.3383788
10	9	4	YES	0.0001136
10	9	4	YES	0.0000635
10	9	0	NO	62.6708835
10	9	5	YES	0.0001099
10	9	5	YES	0.0002028
10	9	0	NO	62.9092265
10	9	4	YES	0.0000385
10	9	0	NO	63.0500767
10	9	4	YES	0.0000901
10	9	0	NO	39.0053195
10	9	0	NO	36.8771933
10	9	0	NO	37.9505613
10	9	0	NO	36.8305403
10	9	0	NO	36.7858870
10	9	0	NO	38.5722652
10	9	0	NO	39.0540636
10	9	0	NO	37.9399270
10	9	4	YES	0.0000926
10	9	0	NO	31.4981620
10	9	0	NO	31.8198778
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	1	4	YES	0.0001582
11	1	4	YES	0.0000184
11	1	4	YES	0.0000085
11	1	5	YES	0.0004019
11	1	4	YES	0.0000170
11	1	4	YES	0.0006769
11	1	4	YES	0.0000556
11	1	4	YES	0.0000344
11	1	4	YES	0.0000958
11	1	4	YES	0.0000672
11	1	4	YES	0.0000630
11	1	4	YES	0.0000678
11	1	4	YES	0.0000642
11	1	4	YES	0.0001434
11	1	4	YES	0.0001025
11	1	4	YES	0.0000967
11	1	4	YES	0.0000788
11	1	4	YES	0.0001673
11	1	4	YES	0.0001472
11	1	4	YES	0.0000341
11	1	4	YES	0.0001336
11	1	4	YES	0.0000552
11	1	4	YES	0.0000404
11	1	4	YES	0.0001259
11	1	4	YES	0.0000133
11	1	4	YES	0.0000938
11	1	4	YES	0.0002150
11	1	4	YES	0.0002036
11	1	4	YES	0.0000331
11	1	4	YES	0.0000437
11	1	4	YES	0.0001253
11	1	4	YES	0.0000941
11	1	4	YES	0.0000778
11	1	4	YES	0.0001501
11	1	4	YES	0.0000242
11	1	4	YES	0.0001522
11	1	4	YES	0.0001024
11	1	4	YES	0.0001394
11	1	4	YES	0.0000941
11	1	4	YES	0.0000435
11	1	4	YES	0.0000856
11	1	4	YES	0.0001253
11	1	4	YES	0.0001162
11	1	4	YES	0.0000342
11	1	4	YES	0.0000769
11	1	4	YES	0.0001191
11	1	4	YES	0.0001120
11	1	4	YES	0.0001437
11	1	4	YES	0.0001105
11	1	4	YES	0.0001991
11	1	4	YES	0.0000494
11	1	4	YES	0.0000512
11	1	4	YES	0.0000449
11	1	4	YES	0.0000462
11	1	4	YES	0.0000500
11	1	4	YES	0.0001661
11	1	4	YES	0.0001007
11	1	4	YES	0.0001560
11	1	4	YES	0.0000275
11	1	4	YES	0.0001025
11	1	4	YES	0.0000921
11	1	0	NO	0.0050919
11	1	0	NO	0.0037979
11	1	4	YES	0.0000433
11	1	4	YES	0.0000187
11	1	4	YES	0.0000731
11	1	4	YES	0.0000874
11	1	4	YES	0.0000984
11	1	4	YES	0.0000665
11	1	4	YES	0.0001042
11	1	4	YES	0.0001156
11	1	0	NO	0.0045397
11	1	4	YES	0.0000699
11	1	4	YES	0.0000531
11	1	4	YES	0.0000922
11	1	0	NO	0.0049712
11	1	4	YES	0.0001573
11	1	4	YES	0.0000673
11	1	0	NO	0.0062265
11	1	4	YES	0.0000527
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	2	4	YES	0.0012709
11	2	4	YES	0.0000454
11	2	4	YES	0.0002784
11	2	4	YES	0.0001452
11	2	4	YES	0.0000964
11	2	4	YES	0.0000527
11	2	5	YES	0.0003934
11	2	4	YES	0.0001106
11	2	4	YES	0.0000642
11	2	4	YES	0.0001067
11	2	4	YES	0.0000492
11	2	5	YES	0.0001780
11	2	4	YES	0.0003004
11	2	4	YES	0.0000832
11	2	4	YES	0.0001191
11	2	4	YES	0.0001073
11	2	4	YES	0.0000503
11	2	4	YES	0.0000871
11	2	5	YES	0.0001149
11	2	4	YES	0.0000757
11	2	4	YES	0.0001644
11	2	4	YES	0.0001088
11	2	5	YES	0.0002533
11	2	4	YES	0.0000235
11	2	4	YES	0.0001093
11	2	5	YES	0.0001677
11	2	4	YES	0.0001233
11	2	4	YES	0.0000494
11	2	4	YES	0.0001638
11	2	4	YES	0.0001332
11	2	4	YES	0.0001254
11	2	4	YES	0.0000687
11	2	4	YES	0.0001218
11	2	4	YES	0.0000789
11	2	5	YES	0.0002163
11	2	4	YES	0.0000792
11	2	4	YES	0.0001306
11	2	4	YES	0.0001130
11	2	4	YES	0.0000635
11	2	4	YES	0.0000480
11	2	4	YES	0.0000669
11	2	4	YES	0.0001245
11	2	4	YES	0.0000582
11	2	4	YES	0.0001555
11	2	4	YES	0.0001006
11	2	4	YES	0.0001096
11	2	4	YES	0.0000496
11	2	4	YES	0.0000586
11	2	4	YES	0.0001188
11	2	4	YES	0.0000349
11	2	4	YES	0.0001355
11	2	4	YES	0.0000968
11	2	4	YES	0.0001124
11	2	4	YES	0.0000394
11	2	4	YES	0.0021522
11	2	4	YES	0.0001481
11	2	4	YES	0.0000770
11	2	0	NO	0.0374068
11	2	4	YES	0.0001230
11	2	0	NO	0.0435047
11	2	0	NO	0.0439073
11	2	4	YES	0.0000460
11	2	4	YES	0.0000361
11	2	4	YES	0.0000794
11	2	0	NO	0.0447003
11	2	4	YES	0.0000731
11	2	0	NO	0.0453314
11	2	0	NO	0.0456530
11	2	4	YES	0.0000723
11	2	4	YES	0.0000955
11	2	0	NO	0.0509184
11	2	4	YES	0.0000789
11	2	4	YES	0.0001347
11	2	0	NO	0.0610830
11	2	0	NO	0.0392391
11	2	4	YES	0.0000196
11	2	0	NO	0.0492863
11	2	4	YES	0.0000906
11	2	4	YES	0.0000622
11	2	0	NO	0.0533969
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	3	4	YES	0.0007297
11	3	4	YES	0.0000780
11	3	4	YES	0.0000777
11	3	4	YES	0.0000604
11	3	4	YES	0.0001553
11	3	4	YES	0.0000182
11	3	5	YES	0.0001636
11	3	5	YES	0.0002688
11	3	4	YES	0.0001046
11	3	4	YES	0.0000331
11	3	4	YES	0.0002091
11	3	4	YES	0.0000228
11	3	4	YES	0.0002278
11	3	4	YES	0.0001865
11	3	4	YES	0.0000938
11	3	4	YES	0.0000996
11	3	4	YES	0.0000880
11	3	4	YES	0.0000258
11	3	4	YES	0.0000801
11	3	4	YES	0.0000319
11	3	4	YES	0.0000687
11	3	5	YES	0.0001581
11	3	4	YES	0.0002235
11	3	4	YES	0.0000383
11	3	4	YES	0.0001606
11	3	4	YES	0.0001486
11	3	4	YES	0.0000956
11	3	4	YES	0.0000717
11	3	4	YES	0.0000322
11	3	5	YES	0.0001513
11	3	4	YES	0.0000758
11	3	4	YES	0.0000905
11	3	4	YES	0.0000719
11	3	4	YES	0.0000760
11	3	4	YES	0.0000270
11	3	4	YES	0.0000393
11	3	4	YES	0.0001162
11	3	4	YES	0.0000432
11	3	4	YES	0.0001280
11	3	4	YES	0.0001532
11	3	4	YES	0.0001030
11	3	4	YES	0.0001099
11	3	4	YES	0.0000641
11	3	4	YES	0.0000483
11	3	5	YES	0.0002675
11	3	5	YES	0.0002258
11	3	4	YES	0.0000900
11	3	4	YES	0.0001400
11	3	4	YES	0.0000720
11	3	4	YES	0.0000665
11	3	5	YES	0.0001689
11	3	4	YES	0.0002111
11	3	4	YES	0.0001102
11	3	0	NO	0.1871074
11	3	4	YES	0.0000486
11	3	4	YES	0.0000604
11	3	4	YES	0.0001139
11	3	0	NO	0.2092415
11	3	5	YES	0.0002066
11	3	4	YES	0.0000304
11	3	4	YES	0.0000751
11	3	0	NO	0.2238779
11	3	4	YES	0.0000932
11	3	0	NO	0.2706523
11	3	0	NO	0.2707837
11	3	4	YES	0.0001511
11	3	4	YES	0.0000840
11	3	0	NO	0.2722463
11	3	0	NO	0.3039745
11	3	5	YES	0.0001729
11	3	4	YES	0.0000307
11	3	0	NO	0.3242483
11	3	0	NO	0.2303035
11	3	4	YES	0.0000869
11	3	4	YES	0.0000315
11	3	0	NO	0.2168720
11	3	4	YES	0.0000885
11	3	4	YES	0.0000400
11	3	0	NO	0.2291044
11	3	4	YES	0.0001101
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	4	4	YES	0.0007473
11	4	4	YES	0.0001591
11	4	4	YES	0.0000614
11	4	5	YES	0.0001454
11	4	4	YES	0.0000966
11	4	4	YES	0.0000363
11	4	4	YES	0.0000746
11	4	4	YES	0.0001297
11	4	4	YES	0.0000618
11	4	4	YES	0.0001229
11	4	4	YES	0.0000609
11	4	4	YES	0.0000281
11	4	4	YES	0.0000824
11	4	5	YES	0.0002618
11	4	4	YES	0.0005326
11	4	4	YES	0.0000310
11	4	4	YES	0.0001152
11	4	4	YES	0.0000516
11	4	5	YES	0.0001171
11	4	4	YES	0.0001290
11	4	4	YES	0.0000987
11	4	4	YES	0.0001302
11	4	4	YES	0.0000257
11	4	5	YES	0.0001751
11	4	4	YES	0.0001742
11	4	5	YES	0.0001431
11	4	4	YES	0.0000725
11	4	4	YES	0.0001037
11	4	4	YES	0.0001066
11	4	5	YES	0.0003439
11	4	4	YES	0.0000769
11	4	5	YES	0.0002367
11	4	4	YES	0.0001984
11	4	4	YES	0.0001216
11	4	4	YES	0.0001434
11	4	4	YES	0.0000549
11	4	5	YES	0.0002039
11	4	4	YES	0.0001028
11	4	4	YES	0.0000986
11	4	4	YES	0.0000707
11	4	5	YES	0.0002201
11	4	5	YES	0.0002744
11	4	4	YES	0.0000579
11	4	4	YES	0.0000534
11	4	4	YES	0.0001527
11	4	4	YES	0.0001113
11	4	4	YES	0.0001469
11	4	4	YES	0.0000531
11	4	4	YES	0.0000560
11	4	5	YES	0.0002049
11	4	5	YES	0.0001521
11	4	4	YES	0.0001173
11	4	5	YES	0.0002112
11	4	4	YES	0.0000964
11	4	5	YES	0.0002484
11	4	0	NO	0.4847510
11	4	5	YES	0.0001230
11	4	4	YES	0.0001017
11	4	5	YES	0.0002075
11	4	4	YES	0.0000377
11	4	0	NO	0.6624028
11	4	4	YES	0.0001000
11	4	4	YES	0.0000647
11	4	0	NO	0.7122549
11	4	4	YES	0.0001076
11	4	0	NO	0.7198516
11	4	0	NO	0.7427202
11	4	4	YES	0.0000737
11	4	4	YES	0.0001482
11	4	0	NO	0.7431608
11	4	4	YES	0.0000383
11	4	0	NO	1.0236745
11	4	4	YES	0.0001758
11	4	4	YES	0.0000767
11	4	0	NO	1.0989220
11	4	4	YES	0.0001395
11	4	4	YES	0.0001946
11	4	0	NO	0.6817807
11	4	4	YES	0.0000396
11	4	0	NO	0.6164675
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	5	4	YES	0.0004123
11	5	5	YES	0.0011305
11	5	4	YES	0.0000457
11	5	5	YES	0.0001163
11	5	4	YES	0.0001158
11	5	5	YES	0.0002169
11	5	4	YES	0.0001064
11	5	4	YES	0.0001039
11	5	5	YES	0.0001272
11	5	4	YES	0.0001193
11	5	4	YES	0.0001569
11	5	4	YES	0.0000732
11	5	4	YES	0.0001068
11	5	5	YES	0.0001223
11	5	4	YES	0.0001226
11	5	5	YES	0.0002103
11	5	4	YES	0.0000313
11	5	4	YES	0.0000785
11	5	5	YES	0.0002568
11	5	4	YES	0.0000786
11	5	4	YES	0.0002763
11	5	4	YES	0.0001136
11	5	5	YES	0.0001976
11	5	4	YES	0.0000601
11	5	4	YES	0.0001757
11	5	5	YES	0.0002912
11	5	4	YES	0.0000658
11	5	4	YES	0.0000257
11	5	4	YES	0.0001482
11	5	4	YES	0.0001799
11	5	4	YES	0.0001540
11	5	5	YES	0.0002433
11	5	4	YES	0.0002233
11	5	4	YES	0.0001106
11	5	4	YES	0.0001178
11	5	5	YES	0.0002087
11	5	4	YES	0.0001218
11	5	5	YES	0.0002443
11	5	4	YES	0.0001352
11	5	4	YES	0.0001388
11	5	4	YES	0.0001651
11	5	4	YES	0.0001020
11	5	4	YES	0.0000728
11	5	5	YES	0.0002008
11	5	4	YES	0.0000868
11	5	4	YES	0.0001123
11	5	4	YES	0.0000369
11	5	4	YES	0.0001411
11	5	4	YES	0.0002461
11	5	4	YES	0.0000342
11	5	4	YES	0.0001977
11	5	4	YES	0.0001229
11	5	0	NO	1.7029736
11	5	4	YES	0.0000587
11	5	0	NO	1.7933492
11	5	4	YES	0.0001169
11	5	0	NO	1.8580258
11	5	4	YES	0.0001220
11	5	0	NO	1.8736023
11	5	4	YES	0.0001284
11	5	4	YES	0.0001007
11	5	4	YES	0.0000741
11	5	4	YES	0.0001000
11	5	0	NO	2.0059191
11	5	4	YES	0.0000864
11	5	0	NO	2.1471734
11	5	0	NO	2.4289149
11	5	0	NO	2.4445404
11	5	5	YES	0.0001926
11	5	0	NO	2.4528590
11	5	0	NO	2.6549328
11	5	5	YES	0.0001344
11	5	4	YES	0.0000919
11	5	0	NO	1.7915644
11	5	0	NO	1.7472821
11	5	5	YES	0.0001543
11	5	4	YES	0.0000443
11	5	0	NO	1.4447321
11	5	0	NO	1.5342095
11	5	0	NO	1.6040216
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	6	4	YES	0.0001018
11	6	4	YES	0.0000487
11	6	4	YES	0.0000888
11	6	4	YES	0.0000846
11	6	5	YES	0.0002905
11	6	5	YES	0.0001645
11	6	4	YES	0.0000748
11	6	4	YES	0.0000464
11	6	4	YES	0.0000905
11	6	5	YES	0.0002882
11	6	4	YES	0.0000673
11	6	4	YES	0.0001733
11	6	4	YES	0.0001627
11	6	5	YES	0.0001864
11	6	5	YES	0.0001730
11	6	5	YES	0.0002637
11	6	4	YES	0.0001018
11	6	4	YES	0.0001395
11	6	4	YES	0.0000929
11	6	5	YES	0.0001797
11	6	5	YES	0.0001666
11	6	4	YES	0.0002776
11	6	5	YES	0.0002603
11	6	5	YES	0.0002316
11	6	5	YES	0.0001545
11	6	4	YES	0.0000949
11	6	4	YES	0.0001375
11	6	5	YES	0.0002291
11	6	4	YES	0.0000888
11	6	4	YES	0.0000738
11	6	4	YES	0.0000813
11	6	5	YES	0.0002405
11	6	4	YES	0.0000642
11	6	5	YES	0.0001522
11	6	4	YES	0.0000957
11	6	4	YES	0.0000970
11	6	4	YES	0.0001730
11	6	5	YES	0.0004983
11	6	4	YES	0.0000853
11	6	4	YES	0.0001567
11	6	4	YES	0.0001293
11	6	4	YES	0.0001121
11	6	4	YES	0.0001018
11	6	4	YES	0.0001206
11	6	4	YES	0.0001270
11	6	0	NO	4.2181836
11	6	0	NO	4.3308198
11	6	0	NO	4.7684900
11	6	0	NO	4.8054032
11	6	4	YES	0.0000437
11	6	0	NO	5.0288183
11	6	4	YES	0.0001152
11	6	0	NO	5.6770841
11	6	0	NO	5.7818812
11	6	4	YES	0.0000244
11	6	4	YES	0.0000875
11	6	4	YES	0.0000683
11	6	0	NO	5.8508628
11	6	0	NO	6.1480377
11	6	4	YES	0.0000752
11	6	0	NO	6.1764505
11	6	4	YES	0.0000248
11	6	4	YES	0.0000412
11	6	0	NO	6.4552413
11	6	0	NO	3.7572921
11	6	0	NO	3.6534438
11	6	4	YES	0.0000566
11	6	0	NO	4.1399736
11	6	5	YES	0.0001553
11	6	0	NO	4.4170011
11	6	4	YES	0.0001140
11	6	4	YES	0.0000498
11	6	0	NO	4.0333967
11	6	4	YES	0.0000821
11	6	0	NO	3.6536305
11	6	4	YES	0.0001000
11	6	4	YES	0.0001066
11	6	5	YES	0.0001308
11	6	0	NO	4.2073136
11	6	4	YES	0.0001188
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	7	4	YES	0.0009512
11	7	4	YES	0.0003364
11	7	4	YES	0.0002345
11	7	4	YES	0.0000621
11	7	4	YES	0.0001166
11	7	4	YES	0.0001675
11	7	4	YES	0.0001110
11	7	4	YES	0.0002846
11	7	4	YES	0.0001210
11	7	4	YES	0.0001237
11	7	4	YES	0.0001997
11	7	4	YES	0.0000935
11	7	4	YES	0.0001622
11	7	5	YES	0.0009539
11	7	4	YES	0.0004217
11	7	4	YES	0.0000315
11	7	4	YES	0.0001617
11	7	4	YES	0.0000570
11	7	4	YES	0.0002196
11	7	4	YES	0.0001603
11	7	4	YES	0.0001401
11	7	5	YES	0.0002749
11	7	5	YES	0.0002020
11	7	5	YES	0.0003502
11	7	5	YES	0.0002849
11	7	4	YES	0.0000873
11	7	4	YES	0.0000864
11	7	4	YES	0.0000722
11	7	5	YES	0.0002570
11	7	4	YES	0.0001820
11	7	4	YES	0.0000402
11	7	0	NO	9.9756575
11	7	5	YES	0.0001658
11	7	0	NO	11.3662350
11	7	5	YES	0.0001747
11	7	4	YES	0.0000828
11	7	5	YES	0.0001513
11	7	4	YES	0.0000541
11	7	0	NO	11.7186258
11	7	5	YES	0.0002779
11	7	4	YES	0.0002247
11	7	4	YES	0.0001338
11	7	0	NO	11.9772610
11	7	4	YES	0.0001221
11	7	4	YES	0.0001279
11	7	5	YES	0.0001527
11	7	5	YES	0.0000845
11	7	0	NO	12.3183062
11	7	0	NO	12.7895403
11	7	0	NO	12.8022819
11	7	0	NO	12.9342759
11	7	4	YES	0.0000918
11	7	5	YES	0.0001930
11	7	4	YES	0.0001127
11	7	0	NO	13.0255235
11	7	0	NO	13.4417832
11	7	4	YES	0.0000461
11	7	0	NO	13.4741010
11	7	5	YES	0.0000840
11	7	4	YES	0.0000265
11	7	0	NO	13.5232145
11	7	4	YES	0.0000552
11	7	4	YES	0.0001178
11	7	5	YES	0.0002646
11	7	0	NO	13.5375179
11	7	5	YES	0.0001170
11	7	0	NO	13.8079354
11	7	4	YES	0.0000783
11	7	5	YES	0.0001676
11	7	0	NO	7.6202970
11	7	0	NO	8.6882766
11	7	0	NO	8.2045070
11	7	5	YES	0.0002082
11	7	0	NO	8.7270297
11	7	5	YES	0.0001710
11	7	4	YES	0.0000242
11	7	0	NO	8.8778175
11	7	0	NO	8.2634763
11	7	4	YES	0.0000856
11	7	0	NO	8.4236784
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	8	5	YES	0.0004074
11	8	5	YES	0.0001820
11	8	4	YES	0.0001710
11	8	5	YES	0.0002861
11	8	4	YES	0.0001203
11	8	4	YES	0.0000398
11	8	4	YES	0.0001396
11	8	4	YES	0.0001683
11	8	4	YES	0.0001968
11	8	4	YES	0.0000558
11	8	5	YES	0.0001715
11	8	4	YES	0.0001592
11	8	5	YES	0.0002020
11	8	4	YES	0.0001504
11	8	4	YES	0.0001171
11	8	5	YES	0.0001811
11	8	4	YES	0.0001496
11	8	5	YES	0.0002693
11	8	4	YES	0.0001559
11	8	4	YES	0.0000604
11	8	4	YES	0.0001058
11	8	5	YES	0.0002782
11	8	4	YES	0.0001475
11	8	5	YES	0.0002465
11	8	5	YES	0.0002426
11	8	4	YES	0.0001733
11	8	5	YES	0.0001803
11	8	5	YES	0.0001381
11	8	5	YES	0.0002544
11	8	5	YES	0.0002775
11	8	5	YES	0.0001753
11	8	4	YES	0.0001283
11	8	4	YES	0.0001197
11	8	4	YES	0.0001158
11	8	4	YES	0.0000592
11	8	4	YES	0.0002617
11	8	4	YES	0.0001289
11	8	4	YES	0.0001531
11	8	4	YES	0.0000932
11	8	4	YES	0.0000727
11	8	5	YES	0.0002404
11	8	5	YES	0.0002907
11	8	4	YES	0.0000538
11	8	4	YES	0.0002787
11	8	4	YES	0.0000424
11	8	4	YES	0.0001411
11	8	0	NO	16.3563081
11	8	0	NO	16.7147441
11	8	4	YES	0.0000989
11	8	0	NO	17.5793999
11	8	5	YES	0.0001293
11	8	0	NO	18.1336738
11	8	5	YES	0.0002118
11	8	4	YES	0.0000374
11	8	4	YES	0.0000709
11	8	0	NO	18.7349418
11	8	0	NO	21.8608539
11	8	4	YES	0.0001223
11	8	4	YES	0.0000298
11	8	4	YES	0.0000646
11	8	0	NO	22.6899092
11	8	4	YES	0.0001310
11	8	4	YES	0.0001004
11	8	5	YES	0.0001410
11	8	4	YES	0.0000249
11	8	0	NO	23.1258558
11	8	5	YES	0.0001571
11	8	4	YES	0.0000432
11	8	5	YES	0.0001976
11	8	4	YES	0.0000548
11	8	0	NO	24.0533702
11	8	0	NO	24.1186265
11	8	4	YES	0.0000960
11	8	4	YES	0.0000666
11	8	4	YES	0.0000502
11	8	4	YES	0.0000380
11	8	0	NO	24.4586302
11	8	0	NO	16.4116961
11	8	4	YES	0.0000650
11	8	4	YES	0.0000627
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
11	9	5	YES	0.0013273
11	9	4	YES	0.0001281
11	9	4	YES	0.0001478
11	9	5	YES	0.0001692
11	9	4	YES	0.0001257
11	9	4	YES	0.0001212
11	9	5	YES	0.0001354
11	9	4	YES	0.0001749
11	9	4	YES	0.0001243
11	9	4	YES	0.0000565
11	9	4	YES	0.0000572
11	9	5	YES	0.0005303
11	9	4	YES	0.0000630
11	9	4	YES	0.0002511
11	9	5	YES	0.0002005
11	9	4	YES	0.0002243
11	9	5	YES	0.0001647
11	9	4	YES	0.0001671
11	9	4	YES	0.0002160
11	9	4	YES	0.0002124
11	9	5	YES	0.0001110
11	9	4	YES	0.0000628
11	9	4	YES	0.0000721
11	9	4	YES	0.0000750
11	9	5	YES	0.0001667
11	9	5	YES	0.0003654
11	9	5	YES	0.0001802
11	9	4	YES	0.0000690
11	9	5	YES	0.0002410
11	9	4	YES	0.0001072
11	9	5	YES	0.0002486
11	9	4	YES	0.0000565
11	9	5	YES	0.0001932
11	9	4	YES	0.0001012
11	9	4	YES	0.0001209
11	9	5	YES	0.0002473
11	9	4	YES	0.0001774
11	9	5	YES	0.0002430
11	9	4	YES	0.0001705
11	9	4	YES	0.0001265
11	9	4	YES	0.0001877
11	9	5	YES	0.0002729
11	9	4	YES	0.0001576
11	9	0	NO	37.2510213
11	9	0	NO	38.2144104
11	9	5	YES	0.0003129
11	9	4	YES	0.0001250
11	9	4	YES	0.0000605
11	9	0	NO	39.6405044
11	9	5	YES	0.0001275
11	9	0	NO	40.3499801
11	9	4	YES	0.0001150
11	9	5	YES	0.0001662
11	9	4	YES	0.0000772
11	9	0	NO	41.0288333
11	9	4	YES	0.0001300
11	9	0	NO	41.9442997
11	9	0	NO	48.6194197
11	9	0	NO	50.6872257
11	9	4	YES	0.0000708
11	9	0	NO	52.2349737
11	9	4	YES	0.0000736
11	9	4	YES	0.0001514
11	9	0	NO	53.4139258
11	9	4	YES	0.0000653
11	9	5	YES	0.0001898
11	9	5	YES	0.0000891
11	9	0	NO	36.2696002
11	9	5	YES	0.0002506
11	9	4	YES	0.0000274
11	9	0	NO	39.7282041
11	9	0	NO	37.9702922
11	9	0	NO	45.2313599
11	9	0	NO	40.7430058
11	9	0	NO	35.1981371
11	9	0	NO	37.3479478
11	9	0	NO	31.6550146
11	9	5	YES	0.0000857
11	9	4	YES	0.0000343
11	9	0	NO	33.3770160
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
12	1	4	YES	0.0001500
12	1	4	YES	0.0015774
12	1	4	YES	0.0001536
12	1	4	YES	0.0001810
12	1	4	YES	0.0000422
12	1	4	YES	0.0001126
12	1	4	YES	0.0002250
12	1	4	YES	0.0000640
12	1	4	YES	0.0000759
12	1	4	YES	0.0001454
12	1	4	YES	0.0001214
12	1	4	YES	0.0000882
12	1	4	YES	0.0000436
12	1	4	YES	0.0002036
12	1	4	YES	0.0000769
12	1	5	YES	0.0001784
12	1	4	YES	0.0001951
12	1	4	YES	0.0002076
12	1	4	YES	0.0000756
12	1	4	YES	0.0002321
12	1	4	YES	0.0001507
12	1	4	YES	0.0001756
12	1	4	YES	0.0000235
12	1	4	YES	0.0000764
12	1	4	YES	0.0000360
12	1	4	YES	0.0000341
12	1	4	YES	0.0000942
12	1	4	YES	0.0001842
12	1	4	YES	0.0000416
12	1	4	YES	0.0001275
12	1	4	YES	0.0001510
12	1	4	YES	0.0000596
12	1	5	YES	0.0002330
12	1	4	YES	0.0000786
12	1	4	YES	0.0002008
12	1	4	YES	0.0001090
12	1	4	YES	0.0000863
12	1	4	YES	0.0000880
12	1	4	YES	0.0000181
12	1	4	YES	0.0000960
12	1	4	YES	0.0000548
12	1	4	YES	0.0006486
12	1	5	YES	0.0002281
12	1	4	YES	0.0000469
12	1	4	YES	0.0001285
12	1	4	YES	0.0002540
12	1	4	YES	0.0000272
12	1	4	YES	0.0000205
12	1	4	YES	0.0001247
12	1	4	YES	0.0000307
12	1	4	YES	0.0001073
12	1	4	YES	0.0000832
12	1	4	YES	0.0000558
12	1	4	YES	0.0001731
12	1	4	YES	0.0000399
12	1	4	YES	0.0000928
12	1	4	YES	0.0001037
12	1	4	YES	0.0001209
12	1	5	YES	0.0002466
12	1	4	YES	0.0002292
12	1	4	YES	0.0000541
12	1	4	YES	0.0000988
12	1	5	YES	0.0003606
12	1	4	YES	0.0000340
12	1	4	YES	0.0000203
12	1	4	YES	0.0000852
12	1	4	YES	0.0001081
12	1	4	YES	0.0001182
12	1	4	YES	0.0001570
12	1	4	YES	0.0000312
12	1	4	YES	0.0001855
12	1	0	NO	0.0039111
12	1	4	YES	0.0000156
12	1	4	YES	0.0001224
12	1	4	YES	0.0000727
12	1	0	NO	0.0033653
12	1	4	YES	0.0001115
12	1	5	YES	0.0002103
12	1	0	NO	0.0044321
12	1	0	NO	0.0054735
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
12	2	4	YES	0.0001862
12	2	4	YES	0.0007544
12	2	4	YES	0.0000218
12	2	4	YES	0.0008512
12	2	4	YES	0.0001074
12	2	5	YES	0.0000917
12	2	4	YES	0.0001746
12	2	5	YES	0.0001966
12	2	4	YES	0.0001251
12	2	4	YES	0.0000202
12	2	4	YES	0.0001297
12	2	4	YES	0.0001300
12	2	4	YES	0.0000443
12	2	4	YES	0.0001399
12	2	4	YES	0.0000962
12	2	4	YES	0.0003061
12	2	4	YES	0.0001115
12	2	4	YES	0.0001085
12	2	4	YES	0.0000323
