NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
4	5	0	NO	2.3745447
4	5	4	YES	0.0000471
4	5	0	NO	2.3855514
4	5	0	NO	2.3912190
4	5	0	NO	2.4294645
4	5	4	YES	0.0000443
4	5	0	NO	2.4288946
4	5	4	YES	0.0000462
4	5	0	NO	2.4763358
4	5	4	YES	0.0000224
4	5	5	YES	0.0001026
4	5	5	YES	0.0001061
4	5	0	NO	2.4948452
4	5	0	NO	2.5056534
4	5	5	YES	0.0000933
4	5	4	YES	0.0000864
4	5	4	YES	0.0000425
4	5	4	YES	0.0000517
4	5	0	NO	2.4940014
4	5	4	YES	0.0000378
4	5	5	YES	0.0000827
4	5	0	NO	2.5136746
4	5	5	YES	0.0000815
4	5	4	YES	0.0000149
4	5	0	NO	2.5413406
4	5	4	YES	0.0000179
4	5	5	YES	0.0000806
4	5	0	NO	2.5376847
4	5	4	YES	0.0000525
4	5	5	YES	0.0000668
4	5	0	NO	2.5459875
4	5	5	YES	0.0001252
4	5	0	NO	2.8250776
4	5	0	NO	1.5037951
4	5	4	YES	0.0000161
4	5	0	NO	1.5059907
4	5	4	YES	0.0000185
4	5	0	NO	1.6814384
4	5	5	YES	0.0000533
4	5	0	NO	1.5727148
4	5	5	YES	0.0000729
4	5	0	NO	1.7066503
4	5	0	NO	1.9395684
4	5	0	NO	1.9236746
4	5	5	YES	0.0000706
4	5	0	NO	2.1306334
4	5	0	NO	2.0718435
4	5	5	YES	0.0000775
4	5	0	NO	2.0803814
4	5	0	NO	1.8833674
4	5	0	NO	1.3848659
4	5	0	NO	1.3707100
4	5	4	YES	0.0000271
4	5	0	NO	1.4436165
4	5	0	NO	1.4368269
4	5	5	YES	0.0000701
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
5	5	4	YES	0.0001132
5	5	4	YES	0.0000928
5	5	4	YES	0.0000781
5	5	4	YES	0.0000310
5	5	5	YES	0.0001197
5	5	4	YES	0.0000528
5	5	4	YES	0.0000460
5	5	4	YES	0.0000418
5	5	4	YES	0.0001265
5	5	4	YES	0.0001258
5	5	4	YES	0.0000731
5	5	4	YES	0.0000852
5	5	5	YES	0.0001548
5	5	4	YES	0.0000564
5	5	0	NO	2.4500853
5	5	5	YES	0.0001330
5	5	4	YES	0.0000580
5	5	4	YES	0.0000774
5	5	5	YES	0.0001149
5	5	0	NO	2.4935779
5	5	4	YES	0.0000416
5	5	4	YES	0.0000617
5	5	0	NO	2.4939967
5	5	5	YES	0.0000906
5	5	4	YES	0.0000589
5	5	5	YES	0.0000709
5	5	0	NO	2.5034543
5	5	0	NO	2.5197900
5	5	4	YES	0.0000520
5	5	4	YES	0.0000423
5	5	4	YES	0.0000396
5	5	4	YES	0.0000561
5	5	0	NO	2.5234429
5	5	4	YES	0.0000534
5	5	4	YES	0.0000269
5	5	0	NO	2.5430825
5	5	4	YES	0.0000386
5	5	5	YES	0.0001327
5	5	0	NO	2.5550860
5	5	4	YES	0.0000540
5	5	4	YES	0.0000324
5	5	0	NO	2.5421079
5	5	4	YES	0.0000294
5	5	0	NO	2.5632790
5	5	4	YES	0.0000292
5	5	0	NO	2.5548359
5	5	5	YES	0.0000717
5	5	5	YES	0.0000960
5	5	0	NO	2.5652654
5	5	4	YES	0.0000541
5	5	5	YES	0.0000436
5	5	0	NO	2.5897214
5	5	0	NO	2.5824240
5	5	4	YES	0.0000266
5	5	5	YES	0.0000970
5	5	0	NO	2.5871311
5	5	0	NO	2.7019462
5	5	4	YES	0.0000247
5	5	0	NO	1.4072431
5	5	4	YES	0.0000232
5	5	4	YES	0.0000764
5	5	0	NO	1.4686757
5	5	4	YES	0.0000634
5	5	0	NO	1.5010292
5	5	0	NO	1.5145800
5	5	4	YES	0.0000260
5	5	0	NO	1.4738395
5	5	4	YES	0.0000398
5	5	4	YES	0.0000179
5	5	4	YES	0.0000207
5	5	0	NO	1.5695012
5	5	0	NO	1.5683452
5	5	5	YES	0.0001014
5	5	0	NO	1.4911816
5	5	0	NO	1.3168510
5	5	0	NO	1.2749510
5	5	0	NO	1.4324700
5	5	0	NO	1.4091521
5	5	0	NO	1.4382521
5	5	0	NO	1.4346872
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
6	5	5	YES	0.0008807
6	5	4	YES	0.0000518
6	5	4	YES	0.0000530
6	5	4	YES	0.0000191
6	5	4	YES	0.0000202
6	5	5	YES	0.0001336
6	5	5	YES	0.0001708
6	5	5	YES	0.0001486
6	5	4	YES	0.0000689
6	5	5	YES	0.0002032
6	5	4	YES	0.0000349
6	5	4	YES	0.0000745
6	5	4	YES	0.0000575
6	5	4	YES	0.0000815
6	5	4	YES	0.0000524
6	5	4	YES	0.0000599
6	5	4	YES	0.0000853
6	5	4	YES	0.0000292
6	5	4	YES	0.0000280
6	5	4	YES	0.0000339
6	5	4	YES	0.0000642
6	5	5	YES	0.0001666
6	5	4	YES	0.0001105
6	5	4	YES	0.0000689
6	5	4	YES	0.0000528
6	5	4	YES	0.0000980
6	5	4	YES	0.0000893
6	5	4	YES	0.0000765
6	5	4	YES	0.0001135
6	5	4	YES	0.0000240
6	5	4	YES	0.0000198
6	5	4	YES	0.0000634
6	5	4	YES	0.0000182
6	5	0	NO	1.6077146
6	5	5	YES	0.0001215
6	5	0	NO	1.6719868
6	5	0	NO	1.6983198
6	5	4	YES	0.0000822
6	5	4	YES	0.0000183
6	5	0	NO	1.8589394
6	5	0	NO	2.0952909
6	5	4	YES	0.0000338
6	5	4	YES	0.0000290
6	5	4	YES	0.0000253
6	5	0	NO	2.2809269
6	5	0	NO	2.3069061
6	5	0	NO	2.3433551
6	5	5	YES	0.0001126
6	5	4	YES	0.0000346
6	5	5	YES	0.0001617
6	5	4	YES	0.0001207
6	5	0	NO	2.3805693
6	5	4	YES	0.0000452
6	5	4	YES	0.0000248
6	5	5	YES	0.0001628
6	5	0	NO	2.3948095
6	5	4	YES	0.0000512
6	5	4	YES	0.0000272
6	5	0	NO	2.5626786
6	5	5	YES	0.0001233
6	5	0	NO	2.7335882
6	5	0	NO	1.7670548
6	5	0	NO	1.7299934
6	5	4	YES	0.0000710
6	5	5	YES	0.0000731
6	5	4	YES	0.0000576
6	5	0	NO	1.7589548
6	5	5	YES	0.0000802
6	5	5	YES	0.0000798
6	5	4	YES	0.0000765
6	5	0	NO	1.4819226
6	5	4	YES	0.0000296
6	5	4	YES	0.0000197
6	5	4	YES	0.0000289
6	5	0	NO	1.5565102
6	5	4	YES	0.0000319
6	5	4	YES	0.0000290
6	5	0	NO	1.5017900
6	5	5	YES	0.0000936
6	5	0	NO	1.3382828
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
7	5	4	YES	0.0012137
7	5	4	YES	0.0000618
7	5	4	YES	0.0001844
7	5	5	YES	0.0000872
7	5	4	YES	0.0000340
7	5	4	YES	0.0001135
7	5	5	YES	0.0002083
7	5	4	YES	0.0000773
7	5	5	YES	0.0001815
7	5	4	YES	0.0000560
7	5	5	YES	0.0002717
7	5	4	YES	0.0001022
7	5	5	YES	0.0000944
7	5	5	YES	0.0001510
7	5	4	YES	0.0000440
7	5	5	YES	0.0001750
7	5	4	YES	0.0000308
7	5	4	YES	0.0000971
7	5	5	YES	0.0001167
7	5	5	YES	0.0001890
7	5	5	YES	0.0001125
7	5	4	YES	0.0000345
7	5	4	YES	0.0001243
7	5	4	YES	0.0001144
7	5	4	YES	0.0000536
7	5	4	YES	0.0000959
7	5	4	YES	0.0001816
7	5	4	YES	0.0001864
7	5	4	YES	0.0000417
7	5	4	YES	0.0000551
7	5	4	YES	0.0000339
7	5	4	YES	0.0000412
7	5	4	YES	0.0000971
7	5	4	YES	0.0000267
7	5	4	YES	0.0001244
7	5	5	YES	0.0001329
7	5	5	YES	0.0001887
7	5	4	YES	0.0000953
7	5	4	YES	0.0000936
7	5	4	YES	0.0000905
7	5	0	NO	1.7223751
7	5	0	NO	1.7593030
7	5	4	YES	0.0000636
7	5	5	YES	0.0001126
7	5	4	YES	0.0000680
7	5	5	YES	0.0000878
7	5	0	NO	1.9882436
7	5	4	YES	0.0000199
7	5	0	NO	2.2314805
7	5	0	NO	2.2447474
7	5	0	NO	2.2539193
7	5	4	YES	0.0001015
7	5	0	NO	2.2807025
7	5	0	NO	2.3417694
7	5	0	NO	2.3826144
7	5	4	YES	0.0000583
7	5	0	NO	2.4813064
7	5	4	YES	0.0000350
7	5	4	YES	0.0000428
7	5	0	NO	2.6772161
7	5	4	YES	0.0000498
7	5	0	NO	2.6900501
7	5	0	NO	2.7212686
7	5	4	YES	0.0000199
7	5	5	YES	0.0000534
7	5	4	YES	0.0000640
7	5	0	NO	1.4221316
7	5	4	YES	0.0000272
7	5	0	NO	1.4695749
7	5	4	YES	0.0000194
7	5	0	NO	1.4822338
7	5	4	YES	0.0000709
7	5	5	YES	0.0000639
7	5	0	NO	1.6080696
7	5	0	NO	1.5414825
7	5	4	YES	0.0000591
7	5	0	NO	1.6433507
7	5	4	YES	0.0000929
7	5	0	NO	1.5268606
7	5	4	YES	0.0000323
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
8	5	4	YES	0.0000815
8	5	4	YES	0.0000235
8	5	5	YES	0.0002626
8	5	4	YES	0.0000469
8	5	5	YES	0.0002106
8	5	5	YES	0.0001815
8	5	4	YES	0.0001250
8	5	4	YES	0.0000332
8	5	4	YES	0.0000710
8	5	4	YES	0.0001650
8	5	4	YES	0.0000574
8	5	4	YES	0.0000572
8	5	4	YES	0.0000905
8	5	4	YES	0.0000623
8	5	4	YES	0.0000394
8	5	4	YES	0.0000775
8	5	5	YES	0.0002113
8	5	5	YES	0.0002964
8	5	4	YES	0.0000798
8	5	5	YES	0.0001590
8	5	4	YES	0.0000444
8	5	4	YES	0.0000357
8	5	5	YES	0.0001225
8	5	4	YES	0.0001801
8	5	4	YES	0.0000637
8	5	4	YES	0.0001146
8	5	4	YES	0.0001251
8	5	4	YES	0.0000661
8	5	4	YES	0.0000423
8	5	4	YES	0.0000620
8	5	5	YES	0.0001261
8	5	4	YES	0.0001381
8	5	5	YES	0.0008420
8	5	4	YES	0.0001261
8	5	4	YES	0.0000439
8	5	4	YES	0.0001139
8	5	4	YES	0.0001307
8	5	0	NO	1.7674049
8	5	0	NO	1.7818272
8	5	4	YES	0.0000782
8	5	4	YES	0.0000533
8	5	4	YES	0.0000442
8	5	0	NO	1.8018385
8	5	0	NO	2.0565286
8	5	5	YES	0.0001441
8	5	4	YES	0.0000395
8	5	4	YES	0.0000222
8	5	0	NO	2.0888342
8	5	0	NO	2.1657931
8	5	0	NO	2.1757658
8	5	4	YES	0.0000471
8	5	0	NO	2.1964703
8	5	5	YES	0.0001585
8	5	4	YES	0.0001268
8	5	4	YES	0.0000781
8	5	5	YES	0.0001124
8	5	0	NO	2.2090026
8	5	5	YES	0.0001778
8	5	4	YES	0.0000238
8	5	5	YES	0.0001339
8	5	4	YES	0.0000288
8	5	0	NO	2.4303963
8	5	4	YES	0.0000221
8	5	4	YES	0.0000338
8	5	5	YES	0.0000793
8	5	0	NO	1.4925797
8	5	0	NO	1.6102224
8	5	5	YES	0.0001422
8	5	0	NO	1.3928993
8	5	0	NO	1.6133498
8	5	0	NO	1.6196947
8	5	5	YES	0.0000894
8	5	5	YES	0.0001183
8	5	0	NO	1.6798939
8	5	0	NO	1.6447548
8	5	0	NO	1.6093808
8	5	4	YES	0.0000307
8	5	0	NO	1.7580197
8	5	0	NO	1.5563939
8	5	4	YES	0.0000570
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
9	5	4	YES	0.0016615
9	5	4	YES	0.0006388
9	5	4	YES	0.0000813
9	5	4	YES	0.0002928
9	5	4	YES	0.0002405
9	5	4	YES	0.0001172
9	5	4	YES	0.0001214
9	5	4	YES	0.0000979
9	5	5	YES	0.0002003
9	5	4	YES	0.0000744
9	5	4	YES	0.0000924
9	5	5	YES	0.0001542
9	5	4	YES	0.0001201
9	5	4	YES	0.0000653
9	5	5	YES	0.0001755
9	5	4	YES	0.0000677
9	5	4	YES	0.0001025
9	5	5	YES	0.0001584
9	5	4	YES	0.0000377
9	5	4	YES	0.0000208
9	5	5	YES	0.0001845
9	5	4	YES	0.0000852
9	5	4	YES	0.0001670
9	5	5	YES	0.0002326
9	5	4	YES	0.0003933
9	5	4	YES	0.0000723
9	5	4	YES	0.0000703
9	5	4	YES	0.0000340
9	5	4	YES	0.0000706
9	5	4	YES	0.0001449
9	5	4	YES	0.0000598
9	5	5	YES	0.0002314
9	5	4	YES	0.0001907
9	5	4	YES	0.0000517
9	5	4	YES	0.0001235
9	5	5	YES	0.0003076
9	5	5	YES	0.0002375
9	5	5	YES	0.0002457
9	5	4	YES	0.0000894
9	5	0	NO	1.5397574
9	5	4	YES	0.0000679
9	5	5	YES	0.0001351
9	5	4	YES	0.0000598
9	5	0	NO	1.7184191
9	5	5	YES	0.0001415
9	5	0	NO	1.7201729
9	5	4	YES	0.0001072
9	5	0	NO	1.7207719
9	5	4	YES	0.0001039
9	5	4	YES	0.0000943
9	5	0	NO	1.7503234
9	5	5	YES	0.0001240
9	5	0	NO	1.7760183
9	5	4	YES	0.0000356
9	5	4	YES	0.0000251
9	5	5	YES	0.0000560
9	5	4	YES	0.0000455
9	5	0	NO	2.2365071
9	5	5	YES	0.0000810
9	5	4	YES	0.0000722
9	5	5	YES	0.0001425
9	5	0	NO	2.2632853
9	5	0	NO	2.3056588
9	5	0	NO	2.3633229
9	5	4	YES	0.0000203
9	5	4	YES	0.0000419
9	5	5	YES	0.0000884
9	5	0	NO	1.3476634
9	5	0	NO	1.4178659
9	5	4	YES	0.0000578
9	5	0	NO	1.5153991
9	5	0	NO	1.6665446
9	5	4	YES	0.0000918
9	5	4	YES	0.0000660
9	5	4	YES	0.0000247
9	5	0	NO	1.5291937
9	5	4	YES	0.0001000
9	5	0	NO	1.4519211
9	5	4	YES	0.0000672
9	5	4	YES	0.0000337
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
1	6	5	YES	0.0000679
1	6	5	YES	0.0000755
1	6	0	NO	5.1554228
1	6	0	NO	5.1622285
1	6	0	NO	5.2401241
1	6	0	NO	5.2616816
1	6	0	NO	5.2723061
1	6	0	NO	5.3388093
1	6	0	NO	5.3528744
1	6	0	NO	5.3656391
1	6	0	NO	5.3657575
1	6	0	NO	5.3644605
1	6	5	YES	0.0000577
1	6	0	NO	5.4152115
1	6	0	NO	5.4125412
1	6	0	NO	5.4492491
1	6	0	NO	5.6998941
1	6	0	NO	6.4736582
1	6	0	NO	6.5033561
1	6	0	NO	5.2985582
1	6	0	NO	5.1582806
1	6	0	NO	5.3130431
1	6	5	YES	0.0000664
1	6	0	NO	5.3296584
1	6	0	NO	5.2294876
1	6	0	NO	5.2392412
1	6	0	NO	5.3515712
1	6	0	NO	5.3065932
1	6	4	YES	0.0000526
1	6	0	NO	5.2892752
1	6	0	NO	5.2889891
1	6	0	NO	5.2934333
1	6	0	NO	5.3218733
1	6	0	NO	5.2171164
1	6	0	NO	5.2799396
1	6	0	NO	6.7335529
1	6	0	NO	7.4116845
1	6	0	NO	5.2496541
1	6	0	NO	5.2916201
1	6	0	NO	5.2623455
1	6	0	NO	5.1904718
1	6	0	NO	5.2559807
1	6	0	NO	5.2748819
1	6	0	NO	5.2697926
1	6	0	NO	5.1869775
1	6	0	NO	5.3234387
1	6	0	NO	5.4087703
1	6	0	NO	5.6366436
1	6	0	NO	5.2626889
1	6	0	NO	6.4436725
1	6	0	NO	5.2927241
1	6	0	NO	6.3471894
1	6	0	NO	7.0956605
1	6	0	NO	5.1896608
1	6	0	NO	5.1402069
1	6	0	NO	5.3376666
1	6	0	NO	5.2817150
1	6	0	NO	5.1206710
1	6	0	NO	5.2760676
1	6	0	NO	5.1936543
1	6	0	NO	5.6544825
1	6	0	NO	5.3837755
1	6	4	YES	0.0000542
1	6	0	NO	5.7400601
1	6	0	NO	4.8692476
1	6	0	NO	5.1527705
1	6	0	NO	6.3717859
1	6	0	NO	4.7970697
1	6	0	NO	3.1937570
1	6	0	NO	3.1124294
1	6	0	NO	3.1190967
1	6	0	NO	6.5594369
1	6	0	NO	3.3966303
1	6	0	NO	6.2566013
1	6	0	NO	4.3917852
1	6	0	NO	4.0497322
1	6	0	NO	4.3368716
1	6	0	NO	3.4033406
1	6	0	NO	3.1302075
1	6	0	NO	3.0600186
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
2	6	4	YES	0.0003164
2	6	4	YES	0.0002278
2	6	5	YES	0.0000861
2	6	5	YES	0.0000949
2	6	5	YES	0.0000872
2	6	4	YES	0.0000996
2	6	4	YES	0.0000290
2	6	5	YES	0.0000664
2	6	0	NO	5.3840631
2	6	4	YES	0.0000227
2	6	0	NO	5.3840373
2	6	4	YES	0.0000301
2	6	0	NO	5.3864140
2	6	0	NO	5.4430381
2	6	0	NO	5.4714942
2	6	0	NO	5.4800396
2	6	5	YES	0.0000499
2	6	4	YES	0.0000214
2	6	0	NO	5.5201417
2	6	0	NO	5.5234075
2	6	0	NO	5.5275831
2	6	0	NO	5.5400838
2	6	0	NO	5.5486094
2	6	0	NO	5.5419346
2	6	5	YES	0.0000928
2	6	5	YES	0.0000703
2	6	4	YES	0.0000416
2	6	4	YES	0.0000245
2	6	0	NO	5.5515914
2	6	0	NO	5.5563688
2	6	5	YES	0.0000758
2	6	5	YES	0.0000694
2	6	0	NO	5.5846807
2	6	5	YES	0.0000644
2	6	0	NO	7.4494973
2	6	0	NO	3.4953247
2	6	0	NO	3.6703556
2	6	0	NO	4.9360587
2	6	5	YES	0.0001619
2	6	0	NO	5.1690217
2	6	5	YES	0.0000855
2	6	0	NO	5.1087504
2	6	4	YES	0.0000222
2	6	0	NO	5.2869916
2	6	0	NO	5.3718683
2	6	0	NO	5.3823914
2	6	0	NO	5.4822451
2	6	0	NO	5.4252885
2	6	4	YES	0.0000805
2	6	4	YES	0.0000221
2	6	0	NO	5.4155317
2	6	0	NO	6.4605811
2	6	0	NO	3.2801594
2	6	0	NO	3.2962008
2	6	0	NO	6.8935702
2	6	0	NO	5.3919010
2	6	0	NO	3.5164329
2	6	0	NO	3.9636427
2	6	0	NO	3.7553128
2	6	0	NO	4.2808279
2	6	4	YES	0.0000367
2	6	0	NO	4.4423672
2	6	0	NO	4.5086119
2	6	5	YES	0.0000597
2	6	0	NO	3.1608149
2	6	0	NO	3.3793048
2	6	0	NO	5.3868453
2	6	0	NO	4.7068579
2	6	0	NO	4.1262522
2	6	0	NO	3.3088198
2	6	0	NO	3.3755675
2	6	0	NO	3.2467165
2	6	0	NO	3.3054684
2	6	0	NO	3.2446704
2	6	0	NO	3.2682675
2	6	0	NO	3.2930265
2	6	4	YES	0.0000258
2	6	0	NO	3.2711113
2	6	0	NO	9.7345072
2	6	0	NO	21.1563172
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
3	6	4	YES	0.0001141
3	6	5	YES	0.0000714
3	6	5	YES	0.0000988
3	6	5	YES	0.0002990
3	6	4	YES	0.0000868
3	6	5	YES	0.0001051
3	6	5	YES	0.0000847
3	6	4	YES	0.0001049
3	6	4	YES	0.0001047
3	6	4	YES	0.0000281
3	6	5	YES	0.0001565
3	6	5	YES	0.0002401
3	6	5	YES	0.0000617
3	6	4	YES	0.0000460
3	6	4	YES	0.0000316
3	6	0	NO	5.2489557
3	6	4	YES	0.0000265
3	6	0	NO	5.2935801
3	6	4	YES	0.0000454
3	6	0	NO	5.3420274
3	6	0	NO	5.4723701
3	6	0	NO	5.5101333
3	6	0	NO	5.5206833
3	6	5	YES	0.0000727
3	6	0	NO	5.5256184
3	6	4	YES	0.0000398
3	6	0	NO	5.5498518
3	6	4	YES	0.0000355
3	6	0	NO	5.5646885
3	6	4	YES	0.0000607
3	6	0	NO	5.5614810
3	6	0	NO	5.5952672
3	6	5	YES	0.0000533
3	6	4	YES	0.0000149
3	6	5	YES	0.0000614
3	6	4	YES	0.0000265
3	6	0	NO	5.5994664
3	6	0	NO	5.6263547
3	6	4	YES	0.0000435
3	6	0	NO	5.6706030
3	6	4	YES	0.0000416
3	6	5	YES	0.0001214
3	6	0	NO	5.6604614
3	6	4	YES	0.0000510
3	6	4	YES	0.0000223
3	6	0	NO	5.6782420
3	6	4	YES	0.0000355
3	6	0	NO	4.1362906
3	6	4	YES	0.0000368
3	6	0	NO	4.5483162
3	6	0	NO	4.5464592
3	6	4	YES	0.0000273
3	6	0	NO	4.7601679
3	6	0	NO	5.1899216
3	6	0	NO	5.3436891
3	6	4	YES	0.0000385
3	6	0	NO	5.3796651
3	6	5	YES	0.0000452
3	6	0	NO	5.0716232
3	6	0	NO	5.3652852
3	6	5	YES	0.0001022
3	6	0	NO	5.2141787
3	6	0	NO	5.3260969
3	6	0	NO	5.2827046
3	6	4	YES	0.0000232
3	6	0	NO	5.7640970
3	6	5	YES	0.0000579
3	6	4	YES	0.0000142
3	6	0	NO	6.5062087
3	6	0	NO	3.1946679
3	6	0	NO	3.8491715
3	6	0	NO	3.5080388
3	6	0	NO	3.2381903
3	6	5	YES	0.0000537
3	6	5	YES	0.0000448
3	6	0	NO	3.4225593
3	6	0	NO	3.1844160
3	6	0	NO	3.2282228
3	6	0	NO	3.1979264
3	6	4	YES	0.0000264
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
4	6	5	YES	0.0011871
4	6	4	YES	0.0000748
4	6	5	YES	0.0001494
4	6	5	YES	0.0001029
4	6	5	YES	0.0001541
4	6	4	YES	0.0001217
4	6	4	YES	0.0000624
4	6	4	YES	0.0000770
4	6	4	YES	0.0000293
4	6	5	YES	0.0000600
4	6	4	YES	0.0000880
4	6	4	YES	0.0000467
4	6	4	YES	0.0001317
4	6	4	YES	0.0000298
4	6	4	YES	0.0000304
4	6	5	YES	0.0001127
4	6	4	YES	0.0000249
4	6	4	YES	0.0000454
4	6	4	YES	0.0000299
4	6	4	YES	0.0000284
4	6	4	YES	0.0000315
4	6	4	YES	0.0000430
4	6	4	YES	0.0000419
4	6	4	YES	0.0000649
4	6	0	NO	3.4963332
4	6	0	NO	5.2155979
4	6	5	YES	0.0001116
4	6	0	NO	5.2608110
4	6	4	YES	0.0000265
4	6	0	NO	5.6185234
4	6	5	YES	0.0001016
4	6	5	YES	0.0001015
4	6	4	YES	0.0000264
4	6	0	NO	5.6406425
4	6	5	YES	0.0000845
4	6	0	NO	5.7359509
4	6	0	NO	5.7692047
4	6	5	YES	0.0000924
4	6	0	NO	5.7954649
4	6	4	YES	0.0000421
4	6	4	YES	0.0000261
4	6	4	YES	0.0000868
4	6	0	NO	5.8067818
4	6	4	YES	0.0000287
4	6	4	YES	0.0000159
4	6	0	NO	5.8241876
4	6	0	NO	5.8581358
4	6	5	YES	0.0002633
4	6	0	NO	5.8746093
4	6	0	NO	5.8995478
4	6	4	YES	0.0000464
4	6	4	YES	0.0000316
4	6	0	NO	6.2138865
4	6	4	YES	0.0000276
4	6	0	NO	7.4411302
4	6	0	NO	4.5913369
4	6	0	NO	3.4709082
4	6	4	YES	0.0000165
4	6	0	NO	3.3094496
4	6	4	YES	0.0000393
4	6	5	YES	0.0000549
4	6	0	NO	3.4342061
4	6	4	YES	0.0000344
4	6	0	NO	3.4158825
4	6	0	NO	4.6350063
4	6	4	YES	0.0000476
4	6	4	YES	0.0000500
4	6	0	NO	4.6322577
4	6	5	YES	0.0000786
4	6	0	NO	4.7867911
4	6	0	NO	4.3927770
4	6	0	NO	3.3774054
4	6	5	YES	0.0000470
4	6	0	NO	3.2675601
4	6	0	NO	3.1724070
4	6	0	NO	3.1861582
4	6	4	YES	0.0000329
4	6	0	NO	3.1694275
4	6	0	NO	3.1868340
4	6	4	YES	0.0000366
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
5	6	4	YES	0.0005109
5	6	4	YES	0.0003662
5	6	4	YES	0.0000978
5	6	4	YES	0.0001326
5	6	5	YES	0.0001489
5	6	4	YES	0.0000249
5	6	4	YES	0.0000475
5	6	4	YES	0.0000565
5	6	4	YES	0.0000523
5	6	5	YES	0.0002193
5	6	4	YES	0.0000297
5	6	4	YES	0.0000288
5	6	5	YES	0.0000976
5	6	5	YES	0.0001389
5	6	4	YES	0.0000461
5	6	5	YES	0.0001306
5	6	5	YES	0.0000703
5	6	4	YES	0.0001628
5	6	5	YES	0.0002043
5	6	5	YES	0.0003826
5	6	4	YES	0.0000568
5	6	5	YES	0.0001070
5	6	4	YES	0.0000754
5	6	5	YES	0.0001956
5	6	0	NO	3.6139593
5	6	5	YES	0.0001293
5	6	4	YES	0.0000842
5	6	4	YES	0.0000382
5	6	0	NO	3.9231561
5	6	0	NO	4.8838474
5	6	4	YES	0.0000331
5	6	0	NO	5.0176735
5	6	5	YES	0.0000632
5	6	0	NO	5.5323487
5	6	5	YES	0.0001087
5	6	0	NO	5.5365081
5	6	0	NO	5.6161183
5	6	4	YES	0.0000622
5	6	4	YES	0.0000410
5	6	4	YES	0.0000648
5	6	4	YES	0.0000247
5	6	0	NO	5.7310715
5	6	5	YES	0.0001330
5	6	5	YES	0.0000959
5	6	4	YES	0.0000560
5	6	0	NO	5.7680392
5	6	4	YES	0.0000493
5	6	0	NO	5.8251282
5	6	5	YES	0.0000800
5	6	0	NO	5.9169004
5	6	5	YES	0.0001541
5	6	0	NO	5.9197161
5	6	4	YES	0.0000316
5	6	0	NO	5.9403497
5	6	4	YES	0.0000443
5	6	4	YES	0.0000576
5	6	4	YES	0.0000245
5	6	5	YES	0.0000766
5	6	0	NO	6.1601162
5	6	4	YES	0.0000483
5	6	0	NO	3.5939223
5	6	0	NO	3.4583835
5	6	5	YES	0.0000948
5	6	4	YES	0.0000350
5	6	5	YES	0.0000490
5	6	0	NO	3.3661989
5	6	0	NO	5.3287484
5	6	0	NO	3.5180032
5	6	0	NO	3.6195513
5	6	4	YES	0.0000375
5	6	0	NO	3.5579789
5	6	4	YES	0.0000319
5	6	0	NO	4.3902117
5	6	4	YES	0.0000199
5	6	0	NO	4.4415115
5	6	4	YES	0.0000237
5	6	0	NO	4.2618594
5	6	4	YES	0.0000594
5	6	4	YES	0.0000223
5	6	0	NO	3.3794889
NUM_LETTERS	NUM_CLAUSES	MODEL_SIZE	SATISFIED	TIME(s)
6	6	4	YES	0.0007647
6	6	4	YES	0.0000631
6	6	4	YES	0.0001067
6	6	5	YES	0.0001985
6	6	4	YES	0.0000374
6	6	5	YES	0.0001511
6	6	4	YES	0.0000675
6	6	5	YES	0.0000710
6	6	5	YES	0.0001964
6	6	4	YES	0.0000621
6	6	4	YES	0.0000276
6	6	4	YES	0.0000870
6	6	4	YES	0.0000773
6	6	5	YES	0.0001328
6	6	4	YES	0.0000567
6	6	4	YES	0.0000592
6	6	4	YES	0.0000685
6	6	4	YES	0.0000487
6	6	4	YES	0.0001794
6	6	4	YES	0.0000494
6	6	5	YES	0.0001524
6	6	5	YES	0.0000378
6	6	4	YES	0.0000372
6	6	5	YES	0.0001955
6	6	4	YES	0.0000616
6	6	4	YES	0.0001270
6	6	4	YES	0.0000679
6	6	5	YES	0.0001041
6	6	0	NO	4.2895219
6	6	4	YES	0.0000562
6	6	0	NO	4.8843159
6	6	4	YES	0.0000767
6	6	4	YES	0.0000903
6	6	0	NO	5.4280558
6	6	4	YES	0.0000951
6	6	4	YES	0.0001132
6	6	4	YES	0.0000772
6	6	4	YES	0.0000559
6	6	0	NO	5.4913147
6	6	0	NO	5.5412316
6	6	5	YES	0.0000629
